Name,Phone,International Phone,Address,Website,Google Maps,Rating,Reviews,Latitude,Longitude,Business Status,Matched Keywords,Matched Areas,Types
EBike Valli di Lanzo,389 791 8958,+39 389 791 8958,"Corso IV Novembre, 52, 10070 Cafasse TO",https://www.ebikevallidilanzo.it/,https://maps.google.com/?cid=13127799121189119357&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,83,45.252860999999996,7.5082964,OPERATIONAL,electric bike store,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; store; manufacturer; point_of_interest; establishment
EbikeSystems by Idea Bici Torino,338 580 0337,+39 338 580 0337,"Via Antonio Rosmini, 9, 10126 Torino TO",https://www.ebikesystems.it/,https://maps.google.com/?cid=10805843703451106053&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,19,45.04886270000001,7.672067199999999,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; store; manufacturer; point_of_interest; establishment
EBRAHIM E-BIKE STORE,320 807 0787,+39 320 807 0787,"Viale Corsica, 75, 20133 Milano MI",,https://maps.google.com/?cid=821150027222931119&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.3,12,45.4622707,9.2330649,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; manufacturer; store; point_of_interest; establishment
Ecoobike,011 434 6028,+39 011 434 6028,"Via Vassalli Eandi, 33, 10138 Torino TO",http://www.ecoobike.it/,https://maps.google.com/?cid=2290327323978713846&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,206,45.0750744,7.660397299999999,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Torino, Piemonte, Italy",service; point_of_interest; establishment
Ecovelocità (Zona Loreto),338 815 7666,+39 338 815 7666,"Via Padova, 72, 20127 Milano MI",http://www.ecovelocita.it/,https://maps.google.com/?cid=9666351767898544580&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.1,19,45.491863599999995,9.2245546,OPERATIONAL,bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; store; manufacturer; service; point_of_interest; establishment
EffettoBici,02 9078 1570,+39 02 9078 1570,"Via Alessandro Manzoni, 25/3, 20089 Rozzano MI",http://www.effettobici.com/,https://maps.google.com/?cid=5575338843571368961&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,259,45.3752548,9.170515199999999,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; store; manufacturer; point_of_interest; establishment
Electronic Bike,0362 182 7796,+39 0362 182 7796,"Via Francesco Petrarca, 6, 20831 Seregno MB",http://www.electronicbike.it/,https://maps.google.com/?cid=285449827085821941&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,88,45.6524691,9.2091461,OPERATIONAL,e-bike shop; electric bike store,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; manufacturer; store; point_of_interest; establishment
EMOOVE Electric Mobility Milano and More,347 168 1446,+39 347 168 1446,"Viale Tibaldi, 42, 20136 Milano MI",http://www.emoovemilano.it/,https://maps.google.com/?cid=8150164977193774639&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,204,45.443805999999995,9.1819495,OPERATIONAL,electric bike store; bici elettriche,"Milano, Lombardia, Italy",point_of_interest; service; store; establishment
"ENGWE TORINO – Vendita Biciclette Elettriche, Officina & Noleggio",379 105 1118,+39 379 105 1118,"Via Nizza, 21, 10125 Torino TO",http://www.orangetotech.eu/,https://maps.google.com/?cid=5778193918914577789&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,121,45.059333599999995,7.6781405000000005,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; sports_club; store; manufacturer; service; association_or_organization; point_of_interest; establishment
EPC Bike Shop,327 192 8733,+39 327 192 8733,"Via Fontana, 11, 20122 Milano MI",,https://maps.google.com/?cid=14003946206928756514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,8,45.4617374,9.2050082,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; manufacturer; store; point_of_interest; establishment
Equilibrio Urbano,02 3956 6000,+39 02 3956 6000,"Via Guglielmo Pepe, 12, 20159 Milano MI",http://www.equilibrio-urbano.it/,https://maps.google.com/?cid=16187659778940597955&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,441,45.4860507,9.1868717,OPERATIONAL,electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; sports_club; association_or_organization; point_of_interest; service; manufacturer; store; establishment
Fantic Store Torino,011 089 8666,+39 011 089 8666,"Corso Traiano, 147, 10127 Torino TO",https://errebimobility.com/,https://maps.google.com/?cid=569242153701287271&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.3,12,45.020901099999996,7.654152699999999,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; store; manufacturer; point_of_interest; establishment
GiveMeBike,02 8975 1949,+39 02 8975 1949,"Via Eugenio Montale, 10, 20073 Opera MI",https://givemebike.com/,https://maps.google.com/?cid=16039754735866780941&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,33,45.3780067,9.2242643,OPERATIONAL,negozio e-bike; e-bike rental,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; store; manufacturer; service; point_of_interest; establishment
gold bike and monopattini,371 199 2211,+39 371 199 2211,"Via Venosa, 12, 20137 Milano MI",https://goldbike.it/,https://maps.google.com/?cid=7950377118577232385&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.3,28,45.4492131,9.2225395,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; store; manufacturer; point_of_interest; establishment
Golden Ride,02 4549 8923,+39 02 4549 8923,"Piazza Francesco Durante, 24, 20131 Milano MI",https://goldenride.it//,https://maps.google.com/?cid=12803045483333748023&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.8,240,45.4891657,9.224441299999999,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche; e-bike rental,"Milano, Lombardia, Italy",bicycle_store; car_repair; sporting_goods_store; store; manufacturer; local_government_office; government_office; service; point_of_interest; establishment
Granbike,011 1994 7205,+39 011 1994 7205,"Corso Dante, 118, 10126 Torino TO",https://www.granbike.com/,https://maps.google.com/?cid=16467263594402862979&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,353,45.0455931,7.682072499999999,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; store; manufacturer; service; point_of_interest; establishment
HPMotorrad Motorcycle Rentals and Tours Italy Milan,02 3826 1113,+39 02 3826 1113,"Viale Lombardia, 21, 20098 Zona industriale, MI",http://www.hpmotorrad.rentals/,https://maps.google.com/?cid=17104955252310556250&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,954,45.3972674,9.253197,OPERATIONAL,e-bike rental,"Milano, Lombardia, Italy",tour_agency; travel_agency; point_of_interest; service; store; establishment
Huda Monopattini e Ebike,347 196 1609,+39 347 196 1609,"C.so Giulio Cesare, 10/F, 10152 Torino TO",http://hudaebike.it/,https://maps.google.com/?cid=1552170639189009661&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,12,45.0794134,7.685696500000001,OPERATIONAL,e-bike shop; electric bike store,"Torino, Piemonte, Italy",service; point_of_interest; establishment
Ibrahim E-bike Store,380 467 9082,+39 380 467 9082,"Via Pietro Crespi, 17, 20127 Milano MI",,https://maps.google.com/?cid=11829276654860535150&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,16,45.4930284,9.219487599999999,OPERATIONAL,biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; store; manufacturer; point_of_interest; establishment
IK804 EBIKE STORE,328 683 6515,+39 328 683 6515,"Via Varesina, 51, 20156 Milano MI",,https://maps.google.com/?cid=1585708455102381256&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,36,45.496621700000006,9.1463573,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; manufacturer; store; point_of_interest; establishment
Il Paradiso della Bicicletta,02 403 6693,+39 02 403 6693,"Via Novara, 87, 20153 Milano MI",,https://maps.google.com/?cid=460708251796079203&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.9,100,45.4718027,9.120589899999999,OPERATIONAL,negozio e-bike; bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; store; manufacturer; service; point_of_interest; establishment
"Kukirin Cina Riparaioni e vendita di ogni tipo di monopattino ,biciclette elettriche",379 170 0622,+39 379 170 0622,"Via Milano, 7b, 10122 Torino TO",,https://maps.google.com/?cid=12576068230085756006&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,106,45.0737631,7.681577899999999,OPERATIONAL,bici elettriche; biciclette elettriche,"Torino, Piemonte, Italy",service; point_of_interest; establishment
Kukirin monopattino elettrici,389 992 2050,+39 389 992 2050,"Corso Brescia, 19/B, 10152 Torino TO",,https://maps.google.com/?cid=10389378634609574438&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,631,45.0824029,7.6898672999999995,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; point_of_interest; manufacturer; service; store; establishment
La Bici,340 423 7473,+39 340 423 7473,"Via Oropa, 58 BIS/A, 10153 Torino TO",,https://maps.google.com/?cid=9222649027542059531&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,159,45.0719116,7.7149176,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; point_of_interest; manufacturer; service; store; establishment
La Bicicletta,02 428643,+39 02 428643,"Via Giambellino, 9, 20146 Milano MI",http://www.labiciclettamilano.com/,https://maps.google.com/?cid=7032631546986087332&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,210,45.451654999999995,9.152168999999999,OPERATIONAL,negozio e-bike; bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; store; manufacturer; service; point_of_interest; establishment
La Bicicletteria,02 498 4694,+39 02 498 4694,"Via Giorgio Washington, 60, 20146 Milano MI",http://www.labicicletteria.it/,https://maps.google.com/?cid=517715481812921681&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.6,140,45.461894699999995,9.1546924,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sportswear_store; shipping_service; clothing_store; sporting_goods_store; manufacturer; store; point_of_interest; service; establishment
La Bicicletteria,02 3926 0565,+39 02 3926 0565,"Viale Achille Papa, 22, 20149 Milano MI",http://www.labicicletteria.it/,https://maps.google.com/?cid=8289146198911779630&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.9,397,45.4907626,9.1435211,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche,"Milano, Lombardia, Italy",bicycle_store; sportswear_store; parking; clothing_store; sporting_goods_store; shipping_service; store; transportation_service; manufacturer; service; point_of_interest; establishment
La Bicicletteria,02 846 1286,+39 02 846 1286,"Via Ascanio Sforza, 87, 20141 Milano MI",,https://maps.google.com/?cid=14252625079304844548&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.7,134,45.441359,9.175809,OPERATIONAL,negozio e-bike,"Milano, Lombardia, Italy",bicycle_store; sportswear_store; clothing_store; sporting_goods_store; store; manufacturer; service; point_of_interest; establishment
La Spicciola,346 220 9700,+39 346 220 9700,"Via Apelle, 74, 20128 Milano MI",http://www.laspicciola.com/,https://maps.google.com/?cid=5147465793141428522&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.7,125,45.5113942,9.2266817,OPERATIONAL,negozio e-bike; bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; store; manufacturer; point_of_interest; establishment
La Stazione delle Biciclette,02 8905 6878,+39 02 8905 6878,"Via Ettore Ponti, 21, 20143 Milano MI",http://www.lastazionedellebiciclette.com/,https://maps.google.com/?cid=12296819577789587194&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.1,174,45.4413236,9.1572,OPERATIONAL,negozio e-bike; bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; sports_club; store; manufacturer; service; association_or_organization; point_of_interest; establishment
Laterza E-Bikes THOK POINT,011 802 3961,+39 011 802 3961,"Via Regio Parco, 87, 10036 Settimo Torinese TO",https://www.laterza.com/offerte/laterza-e-bikes-rivenditore-ufficiale-thok-e-bikes/,https://maps.google.com/?cid=1148450115278071314&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,19,45.1255233,7.7506892,OPERATIONAL,e-bike shop,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; store; manufacturer; point_of_interest; establishment
ListNRide - Bike rental in Turin,089 215288420,+49 89 215288420,"P.za Castello, 10122 Torino TO",https://www.listnride.com/turin?utm_source=googleBusiness&utm_medium=click&utm_campaign=bicycle_rental_global&utm_content=it_turin&utm_id=gmb_it_turin_1,https://maps.google.com/?cid=13577979273361011763&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,45.070277999999995,7.6869439999999996,OPERATIONAL,e-bike rental,"Torino, Piemonte, Italy",service; point_of_interest; establishment
Lovedì Bike,347 232 5862,+39 347 232 5862,"Via Giacinto Collegno 26 bis interno cortile, 10138 Torino TO",http://www.lovedi.bike/,https://maps.google.com/?cid=2468576174302771123&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,43,45.0756635,7.659846900000001,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; point_of_interest; manufacturer; service; store; establishment
LoveMeTandem,351 616 6252,+39 351 616 6252,"Viale Emilio Alemagna, 14, 20121 Milano MI",https://www.lovemetandem.com/,https://maps.google.com/?cid=8503450983057481360&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,76,45.4738306,9.1722769,OPERATIONAL,e-bike rental,"Milano, Lombardia, Italy",point_of_interest; service; establishment
MA E BIKE STORE,02 0997 2179,+39 02 0997 2179,"Via Padova, 181, 20127 Milano MI",,https://maps.google.com/?cid=10332436341170870882&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.2,118,45.5023701,9.2380207,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; manufacturer; store; point_of_interest; establishment
"Magic Bike - Concessionaria Moto, Scooter e Assistenza",011 898 1341,+39 011 898 1341,"Corso Casale, 479, 10132 Torino TO",https://www.magicbikeshop.com/,https://maps.google.com/?cid=1543839265022105170&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,742,45.0907797,7.7433382,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike,"Torino, Piemonte, Italy",car_repair; clothing_store; point_of_interest; service; store; establishment
Mangone Bike,011 263 6618,+39 011 263 6618,"Viale Nuvoli, 1/B, 10098 Rivoli TO",https://www.mangonebike.com/,https://maps.google.com/?cid=1045935737775693150&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,154,45.0759277,7.520057899999999,OPERATIONAL,negozio e-bike,"Torino, Piemonte, Italy",sportswear_store; parking; bicycle_store; clothing_store; sporting_goods_store; consultant; store; educational_institution; transportation_service; manufacturer; finance; service; point_of_interest; establishment
Martesana Bike,02 9924 4359,+39 02 9924 4359,"Via Adeodato Ressi, 21, 20125 Milano MI",http://www.martesanabike.com/,https://maps.google.com/?cid=14600034599032633938&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.5,78,45.496548,9.2035301,OPERATIONAL,electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; point_of_interest; manufacturer; store; establishment
MAX BIKE SOLUTION,331 301 4200,+39 331 301 4200,"Via Michele Lessona, 23, 10145 Torino TO",,https://maps.google.com/?cid=9703658134755363459&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,14,45.0830479,7.6478992,OPERATIONAL,e-bike shop,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; point_of_interest; manufacturer; store; establishment
Mi-Wheels,02 9163 9583,+39 02 9163 9583,"Piazza S. Materno, 18, 20131 Milano MI",https://mi-wheels.com/,https://maps.google.com/?cid=1141056606293594495&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,98,45.4887533,9.2281073,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; manufacturer; store; point_of_interest; establishment
Milano Cycling Srl,02 423 0228,+39 02 423 0228,"Via Tagiura, 13/15, 20146 Milano MI",http://www.milanocycling.it/,https://maps.google.com/?cid=7346885389939977578&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,270,45.4575867,9.1492044,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; manufacturer; store; point_of_interest; establishment
Mobilitas - Riparazione Biciclette Elettriche e Batterie al Litio,338 469 1484,+39 338 469 1484,"Via Vigone, 55a, 10139 Torino TO",http://www.mobilitaslab.com/,https://maps.google.com/?cid=12507902803920577103&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,130,45.067723,7.648757499999999,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche; e-bike rental,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; store; manufacturer; service; point_of_interest; establishment
MONDO MONOPATTINI - Riparazione monopattini elettrici Torino,346 361 5891,+39 346 361 5891,"Via Maria Ausiliatrice, 51, 10152 Torino TO",,https://maps.google.com/?cid=5182820748471217860&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,325,45.081393,7.6731064,OPERATIONAL,e-bike shop; electric bike store; bici elettriche; biciclette elettriche,"Torino, Piemonte, Italy",point_of_interest; service; store; establishment
MONDO MONOPATTINI - Riparazione monopattini elettrici Torino,349 979 6790,+39 349 979 6790,"Via dei Mille, 2BIS, 10024 Moncalieri TO",http://www.mondomonopattini.it/,https://maps.google.com/?cid=3147247680341664837&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,108,45.010549999999995,7.659179999999999,OPERATIONAL,biciclette elettriche,"Torino, Piemonte, Italy",service; point_of_interest; establishment
Monopattini Suficar - Riparazione monopattini,353 209 9873,+39 353 209 9873,"Corso Palermo, 112/a, 10154 Torino TO",,https://maps.google.com/?cid=3810964172479269858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,423,45.0887618,7.693441699999999,OPERATIONAL,biciclette elettriche,"Torino, Piemonte, Italy",service; point_of_interest; establishment
My Ebike,328 734 1276,+39 328 734 1276,"Via Massena, 14/E, 10128 Torino TO",http://www.myebike.eu/,https://maps.google.com/?cid=6254071197630320075&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,33,45.062343,7.673699699999999,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche; e-bike rental,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; store; manufacturer; service; point_of_interest; establishment
Pagano67,02 4537 7617,+39 02 4537 7617,"Via Mario Pagano, 67, 20145 Milano MI",,https://maps.google.com/?cid=14151152446317988897&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,52,45.4681718,9.1611014,OPERATIONAL,electric bike store; bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; point_of_interest; manufacturer; store; establishment
Polibike gli Artigiani della Bici,373 842 2999,+39 373 842 2999,"Via Monginevro, 6, 10138 Torino TO",https://www.polibike.it/,https://maps.google.com/?cid=14509746713554962968&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,112,45.065442,7.653626000000001,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; point_of_interest; manufacturer; store; establishment
Power Bike,011 386625,+39 011 386625,"C.so Orbassano, 72/B, 10136 Torino TO",,https://maps.google.com/?cid=16528648971418464964&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,1534,45.0514152,7.653505000000001,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike,"Torino, Piemonte, Italy",auto_parts_store; car_repair; store; service; point_of_interest; establishment
Pro-M Store,02 3340 4547,+39 02 3340 4547,"Via Gallarate, 108, 20151 Milano MI",https://www.pro-mstore.com/,https://maps.google.com/?cid=3358408315113253487&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,1917,45.4967754,9.1330257,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; manufacturer; store; point_of_interest; establishment
Quagliotti Cristian Biciclette dal 1955,011 521 3094,+39 011 521 3094,"Via Goffredo Mameli, 1/e, 10152 Torino TO",http://www.quagliottibici.com/,https://maps.google.com/?cid=13815489112580461246&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,86,45.078085699999995,7.683436299999999,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; point_of_interest; manufacturer; service; store; establishment
Rasu e bike store,345 779 9184,+39 345 779 9184,"Via Negroli, 2, 20133 Milano MI",https://www.facebook.com/mohiuddinkhan.raju.98,https://maps.google.com/?cid=15471894111308603389&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,4,45.4625171,9.2326632,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; manufacturer; store; point_of_interest; establishment
Rat Cycles,389 218 5227,+39 389 218 5227,"Via delle Rosine, 8F, 10123 Torino TO",,https://maps.google.com/?cid=3697289660247901307&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,124,45.065600499999995,7.691573999999999,OPERATIONAL,e-bike shop,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; point_of_interest; manufacturer; service; store; establishment
Redbike,011 427 8215,+39 011 427 8215,"Corso Susa, 299, 10098 Rivoli TO",http://www.redbike.eu/,https://maps.google.com/?cid=6116399132030370067&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,85,45.0819827,7.5026329999999986,OPERATIONAL,negozio e-bike,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; store; manufacturer; point_of_interest; establishment
